,Product,Quantity,Value,date,year,month,day,price
944,Rails Standard,25918,21870,2015-01-15,2015,1,15,0.8438151091905239
945,Rails All Other,1397,1229,2015-01-15,2015,1,15,0.8797423049391553
946,Railroad Accessories,729,848,2015-01-15,2015,1,15,1.1632373113854595
947,Bars - Hot Rolled,128781,143322,2015-01-15,2015,1,15,1.1129126190975376
948,Bars - Light Shaped,10989,12280,2015-01-15,2015,1,15,1.1174811174811174
949,Bars - Reinforcing,133020,71987,2015-01-15,2015,1,15,0.5411742595098481
950,Bars - Cold Finished,32410,80731,2015-01-15,2015,1,15,2.4909287257019437
951,Tool Steel,21700,46505,2015-01-15,2015,1,15,2.1430875576036867
952,Standard Pipe,105173,104916,2015-01-15,2015,1,15,0.9975564070626491
953,Oil Country Goods,498280,661556,2015-01-15,2015,1,15,1.3276792165047764
954,Line Pipe > 16 Inches In Diameter,153897,185227,2015-01-15,2015,1,15,1.203577717564345
955,Line Pipe <= 16 Inches In Diameter,56560,68523,2015-01-15,2015,1,15,1.211509900990099
956,Line Pipe - Not Specified,103045,90326,2015-01-15,2015,1,15,0.8765684894948809
957,Mechanical Tubing,60123,102722,2015-01-15,2015,1,15,1.7085308451008765
958,Pressure Tubing,8053,15336,2015-01-15,2015,1,15,1.9043834595802807
959,Stainless Pipe & Tubing,13468,106396,2015-01-15,2015,1,15,7.8999108999109
960,Pipe & Tubing Nonclassified,1470,5031,2015-01-15,2015,1,15,3.4224489795918367
961,Structural Pipe & Tube,42254,42929,2015-01-15,2015,1,15,1.0159748189520519
962,Pipe For Piling,4071,3524,2015-01-15,2015,1,15,0.8656349791206092
963,Wire Drawn,64530,93539,2015-01-15,2015,1,15,1.4495428482876183
964,Black Plate,10210,7878,2015-01-15,2015,1,15,0.7715964740450538
965,Tin Plate,45478,49136,2015-01-15,2015,1,15,1.080434495800167
966,Tin Free Steel,12414,13567,2015-01-15,2015,1,15,1.092879007572096
967,Sheets Hot Rolled,468944,289021,2015-01-15,2015,1,15,0.6163230577638268
968,Sheets Cold Rolled,249728,264811,2015-01-15,2015,1,15,1.0603977127114301
969,Sheets & Strip Galv Hot Dipped,244533,219928,2015-01-15,2015,1,15,0.8993796338326524
970,Sheets & Strip Galv Electrolyt,8084,9017,2015-01-15,2015,1,15,1.1154131618010885
971,Sheets & Strip All Oth Met Coat,96290,88780,2015-01-15,2015,1,15,0.9220064388825423
972,Sheets & Strip - Electrical,5458,8980,2015-01-15,2015,1,15,1.6452913155001831
973,Strip - Hot Rolled,11629,9703,2015-01-15,2015,1,15,0.8343795683205779
974,Strip - Cold Rolled,14639,36838,2015-01-15,2015,1,15,2.5164287178085933
975,Total Selected Commodities,3367058,3069587,2015-02-15,2015,2,15,0.9116525465257801
976,Ingots And Steel For Castings,2326,6163,2015-02-15,2015,2,15,2.6496130696474633
977,"Blooms, Billets And Slabs",725508,391950,2015-02-15,2015,2,15,0.5402421475710812
978,Wire Rods,128568,89371,2015-02-15,2015,2,15,0.6951263144794972
979,Structural Shapes Heavy,83916,64841,2015-02-15,2015,2,15,0.7726893560226894
980,Steel Piling,8650,9591,2015-02-15,2015,2,15,1.10878612716763
981,Plates Cut Lengths,167809,150937,2015-02-15,2015,2,15,0.8994571208933967
982,Plates In Coils,203396,143936,2015-02-15,2015,2,15,0.7076638675293516
983,Rails Standard,31434,25657,2015-02-15,2015,2,15,0.8162181077813833
984,Rails All Other,1361,1304,2015-02-15,2015,2,15,0.9581190301249082
985,Railroad Accessories,364,575,2015-02-15,2015,2,15,1.5796703296703296
986,Bars - Hot Rolled,99435,105859,2015-02-15,2015,2,15,1.0646050183536984
987,Bars - Light Shaped,16267,14494,2015-02-15,2015,2,15,0.8910063318374624
988,Bars - Reinforcing,141573,71168,2015-02-15,2015,2,15,0.5026947228638229
989,Bars - Cold Finished,26603,72365,2015-02-15,2015,2,15,2.7201819343683042
990,Tool Steel,13381,33316,2015-02-15,2015,2,15,2.4897989686869444
991,Standard Pipe,68100,72106,2015-02-15,2015,2,15,1.0588252569750367
992,Oil Country Goods,321086,466538,2015-02-15,2015,2,15,1.453000130806077
993,Line Pipe > 16 Inches In Diameter,68324,82257,2015-02-15,2015,2,15,1.2039254142029154
994,Line Pipe <= 16 Inches In Diameter,70870,86114,2015-02-15,2015,2,15,1.2150980668830254
995,Line Pipe - Not Specified,64973,54500,2015-02-15,2015,2,15,0.8388099672171517
996,Mechanical Tubing,50470,83660,2015-02-15,2015,2,15,1.6576183871606895
997,Pressure Tubing,5615,9844,2015-02-15,2015,2,15,1.7531611754229741
998,Stainless Pipe & Tubing,10435,68998,2015-02-15,2015,2,15,6.612170579779588
999,Pipe & Tubing Nonclassified,1202,4480,2015-02-15,2015,2,15,3.7271214642262893
1000,Structural Pipe & Tube,39669,42629,2015-02-15,2015,2,15,1.0746174594771736
1001,Pipe For Piling,1506,1310,2015-02-15,2015,2,15,0.8698539176626826
1002,Wire Drawn,53587,77083,2015-02-15,2015,2,15,1.4384645529699367
1003,Black Plate,15441,11783,2015-02-15,2015,2,15,0.763098244932323
1004,Tin Plate,53494,56252,2015-02-15,2015,2,15,1.0515571839832505
1005,Tin Free Steel,9784,10976,2015-02-15,2015,2,15,1.1218315617334425
1006,Sheets Hot Rolled,283097,175465,2015-02-15,2015,2,15,0.6198052257706722
1007,Sheets Cold Rolled,226930,235496,2015-02-15,2015,2,15,1.0377473229630283
1008,Sheets & Strip Galv Hot Dipped,274089,232958,2015-02-15,2015,2,15,0.8499356048582759
1009,Sheets & Strip Galv Electrolyt,14158,13396,2015-02-15,2015,2,15,0.9461788388190422
1010,Sheets & Strip All Oth Met Coat,53009,49889,2015-02-15,2015,2,15,0.9411420702144919
1011,Sheets & Strip - Electrical,3042,5961,2015-02-15,2015,2,15,1.9595660749506902
1012,Strip - Hot Rolled,11644,11222,2015-02-15,2015,2,15,0.9637581587083477
1013,Strip - Cold Rolled,15941,35146,2015-02-15,2015,2,15,2.20475503418857
1014,Total Selected Commodities,3280348,3124217,2015-03-15,2015,3,15,0.9524041351710245
1015,Ingots And Steel For Castings,3567,7443,2015-03-15,2015,3,15,2.0866274179983177
1016,"Blooms, Billets And Slabs",386378,204663,2015-03-15,2015,3,15,0.5296963077607938
1017,Wire Rods,121451,83720,2015-03-15,2015,3,15,0.6893314999464805
1018,Structural Shapes Heavy,88075,68684,2015-03-15,2015,3,15,0.779835367584445
1019,Steel Piling,17224,19100,2015-03-15,2015,3,15,1.1089177891314446
1020,Plates Cut Lengths,141878,133096,2015-03-15,2015,3,15,0.9381017493903213
1021,Plates In Coils,218583,154374,2015-03-15,2015,3,15,0.7062488848629582
1022,Rails Standard,2720,2446,2015-03-15,2015,3,15,0.899264705882353
1023,Rails All Other,1256,1009,2015-03-15,2015,3,15,0.803343949044586
1024,Railroad Accessories,1303,1683,2015-03-15,2015,3,15,1.2916346891788182
1025,Bars - Hot Rolled,126388,141446,2015-03-15,2015,3,15,1.1191410576953509
1026,Bars - Light Shaped,14456,14421,2015-03-15,2015,3,15,0.9975788599889319
1027,Bars - Reinforcing,247875,121181,2015-03-15,2015,3,15,0.4888794755421079
1028,Bars - Cold Finished,35472,89781,2015-03-15,2015,3,15,2.531038565629229
1029,Tool Steel,11221,35243,2015-03-15,2015,3,15,3.140807414668924
1030,Standard Pipe,76840,79483,2015-03-15,2015,3,15,1.0343961478396668
1031,Oil Country Goods,268349,375109,2015-03-15,2015,3,15,1.3978401261044386
1032,Line Pipe > 16 Inches In Diameter,138110,160523,2015-03-15,2015,3,15,1.1622836869162263
1033,Line Pipe <= 16 Inches In Diameter,52051,77738,2015-03-15,2015,3,15,1.4934967627903402
1034,Line Pipe - Not Specified,82856,74635,2015-03-15,2015,3,15,0.9007796659264266
1035,Mechanical Tubing,51812,82618,2015-03-15,2015,3,15,1.5945726858642786
1036,Pressure Tubing,6331,12812,2015-03-15,2015,3,15,2.023692939504028
1037,Stainless Pipe & Tubing,12787,83282,2015-03-15,2015,3,15,6.513021036990693
1038,Pipe & Tubing Nonclassified,1488,6379,2015-03-15,2015,3,15,4.286962365591398
1039,Structural Pipe & Tube,43654,49950,2015-03-15,2015,3,15,1.1442250423787053
1040,Pipe For Piling,3052,2352,2015-03-15,2015,3,15,0.7706422018348624
1041,Wire Drawn,73297,102518,2015-03-15,2015,3,15,1.3986657025526283
1042,Black Plate,11686,8909,2015-03-15,2015,3,15,0.7623652233441726
1043,Tin Plate,73623,76974,2015-03-15,2015,3,15,1.0455156676582047
1044,Tin Free Steel,12814,13631,2015-03-15,2015,3,15,1.063758389261745
1045,Sheets Hot Rolled,273563,162436,2015-03-15,2015,3,15,0.5937791294875403
1046,Sheets Cold Rolled,207478,225749,2015-03-15,2015,3,15,1.0880623487791476
1047,Sheets & Strip Galv Hot Dipped,331569,286494,2015-03-15,2015,3,15,0.864055445472888
1048,Sheets & Strip Galv Electrolyt,11057,11453,2015-03-15,2015,3,15,1.0358144162069278
1049,Sheets & Strip All Oth Met Coat,92344,87181,2015-03-15,2015,3,15,0.9440894914666897
1050,Sheets & Strip - Electrical,6731,10747,2015-03-15,2015,3,15,1.5966424008319715
1051,Strip - Hot Rolled,12630,11224,2015-03-15,2015,3,15,0.8886777513855899
1052,Strip - Cold Rolled,18380,43730,2015-03-15,2015,3,15,2.379216539717084
1053,Total Selected Commodities,3176363,2920653,2015-04-15,2015,4,15,0.9194959770026285
1054,Ingots And Steel For Castings,2367,4541,2015-04-15,2015,4,15,1.9184621884241657
1055,"Blooms, Billets And Slabs",492263,239454,2015-04-15,2015,4,15,0.48643509668612106
1056,Wire Rods,107997,79698,2015-04-15,2015,4,15,0.737964943470652
1057,Structural Shapes Heavy,110530,83118,2015-04-15,2015,4,15,0.7519949335022166
1058,Steel Piling,12886,13689,2015-04-15,2015,4,15,1.0623156914480831
1059,Plates Cut Lengths,103948,101896,2015-04-15,2015,4,15,0.9802593604494555
1060,Plates In Coils,135632,80903,2015-04-15,2015,4,15,0.5964890291376667
1061,Rails Standard,11594,9111,2015-04-15,2015,4,15,0.7858375021562878
1062,Rails All Other,21249,16693,2015-04-15,2015,4,15,0.7855899101134171
1063,Railroad Accessories,1035,1229,2015-04-15,2015,4,15,1.1874396135265701
1064,Bars - Hot Rolled,121377,125893,2015-04-15,2015,4,15,1.0372063900079915
1065,Bars - Light Shaped,17387,14918,2015-04-15,2015,4,15,0.8579973543452004
1066,Bars - Reinforcing,188324,88999,2015-04-15,2015,4,15,0.4725844820628279
1067,Bars - Cold Finished,34385,86587,2015-04-15,2015,4,15,2.518161989239494
1068,Tool Steel,22216,50065,2015-04-15,2015,4,15,2.25355599567879
1069,Standard Pipe,100103,99424,2015-04-15,2015,4,15,0.993216986503901
1070,Oil Country Goods,219368,317510,2015-04-15,2015,4,15,1.4473852157105869
1071,Line Pipe > 16 Inches In Diameter,105661,124351,2015-04-15,2015,4,15,1.1768864576333746
1072,Line Pipe <= 16 Inches In Diameter,73190,89855,2015-04-15,2015,4,15,1.2276950403060527
1073,Line Pipe - Not Specified,109810,92224,2015-04-15,2015,4,15,0.8398506511246698
1074,Mechanical Tubing,54309,87860,2015-04-15,2015,4,15,1.617779741847576
1075,Pressure Tubing,4836,10771,2015-04-15,2015,4,15,2.227253928866832
1076,Stainless Pipe & Tubing,12693,86001,2015-04-15,2015,4,15,6.775466792720397
1077,Pipe & Tubing Nonclassified,1524,5928,2015-04-15,2015,4,15,3.8897637795275593
1078,Structural Pipe & Tube,48265,47258,2015-04-15,2015,4,15,0.9791360198901896
1079,Pipe For Piling,1265,1115,2015-04-15,2015,4,15,0.8814229249011858
1080,Wire Drawn,74967,104164,2015-04-15,2015,4,15,1.3894646978003655
1081,Black Plate,8881,6800,2015-04-15,2015,4,15,0.7656795405922756
1082,Tin Plate,36606,39485,2015-04-15,2015,4,15,1.0786483090203791
1083,Tin Free Steel,13434,15048,2015-04-15,2015,4,15,1.1201429209468512
1084,Sheets Hot Rolled,262839,147763,2015-04-15,2015,4,15,0.5621806505122908
1085,Sheets Cold Rolled,250386,249549,2015-04-15,2015,4,15,0.9966571613428866
1086,Sheets & Strip Galv Hot Dipped,263371,230576,2015-04-15,2015,4,15,0.8754798364284603
1087,Sheets & Strip Galv Electrolyt,11239,11332,2015-04-15,2015,4,15,1.0082747575407065
1088,Sheets & Strip All Oth Met Coat,105081,94320,2015-04-15,2015,4,15,0.897593285180004
1089,Sheets & Strip - Electrical,4442,8429,2015-04-15,2015,4,15,1.8975686627645205
1090,Strip - Hot Rolled,12767,11965,2015-04-15,2015,4,15,0.9371817968199264
1091,Strip - Cold Rolled,18136,42132,2015-04-15,2015,4,15,2.3231142479047198
1092,Total Selected Commodities,3082842,2677914,2015-05-15,2015,5,15,0.8686510693704056
1093,Ingots And Steel For Castings,2214,5757,2015-05-15,2015,5,15,2.600271002710027
1094,"Blooms, Billets And Slabs",584902,266683,2015-05-15,2015,5,15,0.45594475655750877
1095,Wire Rods,98656,67893,2015-05-15,2015,5,15,0.6881791274732404
1096,Structural Shapes Heavy,45355,35917,2015-05-15,2015,5,15,0.7919082791312976
1097,Steel Piling,6330,7919,2015-05-15,2015,5,15,1.2510268562401263
1098,Plates Cut Lengths,117349,104960,2015-05-15,2015,5,15,0.8944260283428065
1099,Plates In Coils,146291,81719,2015-05-15,2015,5,15,0.5586057925641359
1100,Rails Standard,25871,19972,2015-05-15,2015,5,15,0.7719840748328244
1101,Rails All Other,19768,15095,2015-05-15,2015,5,15,0.7636078510724403
1102,Railroad Accessories,762,775,2015-05-15,2015,5,15,1.0170603674540681
1103,Bars - Hot Rolled,141177,140563,2015-05-15,2015,5,15,0.9956508496426472
1104,Bars - Light Shaped,11346,10618,2015-05-15,2015,5,15,0.9358364181209237
1105,Bars - Reinforcing,138416,62229,2015-05-15,2015,5,15,0.4495795283782222
1106,Bars - Cold Finished,30777,78606,2015-05-15,2015,5,15,2.554050102349157
1107,Tool Steel,14456,39356,2015-05-15,2015,5,15,2.7224681793027115
1108,Standard Pipe,111017,107312,2015-05-15,2015,5,15,0.9666267328427178
1109,Oil Country Goods,151808,221953,2015-05-15,2015,5,15,1.4620639228499157
1110,Line Pipe > 16 Inches In Diameter,125402,149458,2015-05-15,2015,5,15,1.1918310712747804
1111,Line Pipe <= 16 Inches In Diameter,47967,59149,2015-05-15,2015,5,15,1.2331186023724645
1112,Line Pipe - Not Specified,45506,42735,2015-05-15,2015,5,15,0.9391069309541599
1113,Mechanical Tubing,47053,72340,2015-05-15,2015,5,15,1.5374152551378233
1114,Pressure Tubing,6356,13437,2015-05-15,2015,5,15,2.1140654499685336
1115,Stainless Pipe & Tubing,10671,68528,2015-05-15,2015,5,15,6.421891106737887
1116,Pipe & Tubing Nonclassified,1517,5522,2015-05-15,2015,5,15,3.6400791034937376
1117,Structural Pipe & Tube,37795,39270,2015-05-15,2015,5,15,1.0390263262336288
1118,Pipe For Piling,282,324,2015-05-15,2015,5,15,1.148936170212766
1119,Wire Drawn,74072,98778,2015-05-15,2015,5,15,1.3335403391294955
1120,Black Plate,10643,8059,2015-05-15,2015,5,15,0.7572113125998309
1121,Tin Plate,73526,77419,2015-05-15,2015,5,15,1.0529472567527134
1122,Tin Free Steel,14822,15763,2015-05-15,2015,5,15,1.063486708946161
1123,Sheets Hot Rolled,295026,158047,2015-05-15,2015,5,15,0.5357053276660362
1124,Sheets Cold Rolled,209361,207391,2015-05-15,2015,5,15,0.9905904155979385
1125,Sheets & Strip Galv Hot Dipped,308678,249429,2015-05-15,2015,5,15,0.8080556437452621
1126,Sheets & Strip Galv Electrolyt,7871,8174,2015-05-15,2015,5,15,1.038495743869902
1127,Sheets & Strip All Oth Met Coat,80965,72949,2015-05-15,2015,5,15,0.9009942567776199
1128,Sheets & Strip - Electrical,9182,13784,2015-05-15,2015,5,15,1.5011979960792856
1129,Strip - Hot Rolled,10883,9278,2015-05-15,2015,5,15,0.8525222824588808
1130,Strip - Cold Rolled,18769,40753,2015-05-15,2015,5,15,2.171293089669135
1131,Total Selected Commodities,2812686,2369731,2015-06-15,2015,6,15,0.8425153038767925
1132,Ingots And Steel For Castings,2220,5302,2015-06-15,2015,6,15,2.388288288288288
1133,"Blooms, Billets And Slabs",554596,228135,2015-06-15,2015,6,15,0.41135348974749186
1134,Wire Rods,112364,81289,2015-06-15,2015,6,15,0.7234434516393151
1135,Structural Shapes Heavy,59840,45948,2015-06-15,2015,6,15,0.7678475935828877
1136,Steel Piling,13105,12939,2015-06-15,2015,6,15,0.9873330789774895
1137,Plates Cut Lengths,102594,89901,2015-06-15,2015,6,15,0.8762793145798
1138,Plates In Coils,135229,80134,2015-06-15,2015,6,15,0.5925799939362119
1139,Rails Standard,9114,7449,2015-06-15,2015,6,15,0.8173140223831468
1140,Rails All Other,1154,1128,2015-06-15,2015,6,15,0.9774696707105719
1141,Railroad Accessories,588,660,2015-06-15,2015,6,15,1.1224489795918366
1142,Bars - Hot Rolled,118474,115102,2015-06-15,2015,6,15,0.9715380589834056
1143,Bars - Light Shaped,15162,12579,2015-06-15,2015,6,15,0.8296398891966759
1144,Bars - Reinforcing,92318,39831,2015-06-15,2015,6,15,0.43145432093416236
1145,Bars - Cold Finished,31640,69860,2015-06-15,2015,6,15,2.2079646017699117
1146,Tool Steel,19934,41442,2015-06-15,2015,6,15,2.078960569880606
1147,Standard Pipe,87139,82481,2015-06-15,2015,6,15,0.9465451749503666
1148,Oil Country Goods,103091,157430,2015-06-15,2015,6,15,1.527097418785345
1149,Line Pipe > 16 Inches In Diameter,140920,154358,2015-06-15,2015,6,15,1.0953590689753052
1150,Line Pipe <= 16 Inches In Diameter,34278,43618,2015-06-15,2015,6,15,1.272477974210864
1151,Line Pipe - Not Specified,52217,44094,2015-06-15,2015,6,15,0.844437635252887
1152,Mechanical Tubing,44835,70562,2015-06-15,2015,6,15,1.573815099810416
1153,Pressure Tubing,5361,14412,2015-06-15,2015,6,15,2.688304420817012
1154,Stainless Pipe & Tubing,10965,69217,2015-06-15,2015,6,15,6.312539899680803
1155,Pipe & Tubing Nonclassified,1516,5707,2015-06-15,2015,6,15,3.7645118733509233
1156,Structural Pipe & Tube,33728,33867,2015-06-15,2015,6,15,1.0041212049335864
1157,Pipe For Piling,1474,1138,2015-06-15,2015,6,15,0.7720488466757124
1158,Wire Drawn,76726,102626,2015-06-15,2015,6,15,1.337564841122957
1159,Black Plate,19358,14442,2015-06-15,2015,6,15,0.7460481454695733
1160,Tin Plate,59176,61768,2015-06-15,2015,6,15,1.0438015411653374
1161,Tin Free Steel,11211,11751,2015-06-15,2015,6,15,1.048166978860048
1162,Sheets Hot Rolled,309917,151325,2015-06-15,2015,6,15,0.4882758932230242
1163,Sheets Cold Rolled,178280,172500,2015-06-15,2015,6,15,0.9675790890733678
1164,Sheets & Strip Galv Hot Dipped,251543,210500,2015-06-15,2015,6,15,0.8368350540464254
1165,Sheets & Strip Galv Electrolyt,9544,9351,2015-06-15,2015,6,15,0.9797778709136631
1166,Sheets & Strip All Oth Met Coat,75258,66970,2015-06-15,2015,6,15,0.8898721730580138
1167,Sheets & Strip - Electrical,6626,9686,2015-06-15,2015,6,15,1.4618170842137035
1168,Strip - Hot Rolled,12636,11286,2015-06-15,2015,6,15,0.8931623931623932
1169,Strip - Cold Rolled,18553,38945,2015-06-15,2015,6,15,2.0991214358863797
1170,Total Selected Commodities,2980650,2404091,2015-07-15,2015,7,15,0.8065660174794088
1171,Ingots And Steel For Castings,1123,2594,2015-07-15,2015,7,15,2.309884238646483
1172,"Blooms, Billets And Slabs",607520,270051,2015-07-15,2015,7,15,0.44451376086383987
1173,Wire Rods,93328,62521,2015-07-15,2015,7,15,0.6699061374935711
1174,Structural Shapes Heavy,67164,48471,2015-07-15,2015,7,15,0.7216812578166875
1175,Steel Piling,2864,2814,2015-07-15,2015,7,15,0.9825418994413407
1176,Plates Cut Lengths,114108,100277,2015-07-15,2015,7,15,0.8787902688680899
1177,Plates In Coils,174316,98941,2015-07-15,2015,7,15,0.567595630923151
1178,Rails Standard,46167,35368,2015-07-15,2015,7,15,0.7660883314921914
1179,Rails All Other,1752,1652,2015-07-15,2015,7,15,0.9429223744292238
1180,Railroad Accessories,761,843,2015-07-15,2015,7,15,1.1077529566360051
1181,Bars - Hot Rolled,103963,105758,2015-07-15,2015,7,15,1.0172657580100612
1182,Bars - Light Shaped,13074,11625,2015-07-15,2015,7,15,0.8891693437356586
1183,Bars - Reinforcing,171730,77813,2015-07-15,2015,7,15,0.4531124439527165
1184,Bars - Cold Finished,28369,69848,2015-07-15,2015,7,15,2.4621241495999153
1185,Tool Steel,12910,35689,2015-07-15,2015,7,15,2.7644461657629744
1186,Standard Pipe,67852,63707,2015-07-15,2015,7,15,0.938911159582621
1187,Oil Country Goods,88377,119374,2015-07-15,2015,7,15,1.35073605123505
1188,Line Pipe > 16 Inches In Diameter,140229,164764,2015-07-15,2015,7,15,1.174963809197812
1189,Line Pipe <= 16 Inches In Diameter,28452,34518,2015-07-15,2015,7,15,1.2132011809363137
